time,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,
4.82753992081,0.588281632154,0.748582624488,-0.153014583592,0.478218510623,-0.053689327576,-0.0153398078789,0.00843689433337,-1.0385049934,1.04732538293,2.93987417998,-0.0510048611972,3.05914118624,0.452524332426,-3.05760720545,
19.5643520355,0.518102011108,0.00230097118183,-0.156082545167,-0.0517718515911,-0.0471699092275,0.184077694546,0.0103543703182,-1.06074771482,1.04540790694,2.95751495904,-0.0494708804093,3.05837419585,0.363169951532,-3.05875769104,
26.0248169899,1.40014096414,-0.240067993304,-0.15569904997,0.053689327576,-0.0471699092275,0.719053494321,0.222043719046,-1.05729625805,1.04770887813,2.95329651188,-0.0502378708032,3.05760720545,0.362786456335,-3.05952468144,
33.1260550022,0.657310767609,-1.14665063894,-0.156082545167,-0.0510048611972,-0.0506213660002,-0.0556068035608,0.338242763729,-1.05691276285,1.04617489734,2.95329651188,-0.0494708804093,3.05837419585,0.363169951532,-3.05914118624,
